treatment,datelist,lightlist,animal,fra,len
FR,0402_c2v3,FF,3,1765,5
FR,0402_c2v3,FF,3,1789,15
FR,0402_c2v3,FF,3,2248,36
FR,0402_c2v3,FF,3,2289,20
FR,0402_c2v3,FF,3,2324,25
FR,0402_c2v3,FF,3,2342,16
FR,0402_c2v3,FF,3,2353,9
FR,0402_c2v3,FF,3,2372,13
FR,0402_c2v3,FF,3,2396,6
FR,0402_c2v3,FF,3,2412,14
FR,0402_c2v3,FF,3,2438,24
FR,0402_c2v3,FF,3,2458,7
FR,0402_c2v3,FF,3,2480,13
FR,0402_c2v3,FF,3,2897,7
FR,0402_c2v3,FF,3,2948,12
FR,0402_c2v3,FF,3,3020,5
FR,0402_c2v3,FF,3,3058,7
FR,0402_c2v3,FF,3,3088,27
FR,0402_c2v3,FF,3,3115,8
FR,0402_c2v3,FF,3,3136,14
FR,0402_c2v3,FF,3,3150,12
FR,0402_c2v3,FF,3,3164,5
FR,0402_c2v3,FF,3,3240,12
FR,0402_c2v3,FF,3,3614,11
FR,0402_c2v3,FF,3,3627,9
FR,0402_c2v3,FF,3,3651,7
FR,0402_c2v3,FF,3,3680,11
FR,0402_c2v3,FF,3,3687,5
FR,0402_c2v3,FF,3,3698,6
FR,0402_c2v3,FF,3,3717,16
FR,0402_c2v3,FF,3,3730,11
FR,0402_c2v3,FF,3,3747,7
FR,0402_c2v3,FF,3,3878,51
FR,0402_c2v3,FF,3,3916,9
FR,0402_c2v3,FF,3,3937,5
FR,0402_c2v3,FF,3,4343,12
FR,0402_c2v3,FF,3,4365,5
FR,0402_c2v3,FF,3,4398,18
FR,0402_c2v3,FF,3,4448,41
FR,0402_c2v3,FF,3,4499,45
FR,0402_c2v3,FF,3,4540,8
FR,0402_c2v3,FF,3,4547,5
FR,0402_c2v3,FF,3,4565,9
FR,0402_c2v3,FF,3,4650,11
FR,0402_c2v3,FF,3,4657,5
FR,0402_c2v3,FF,4,190,39
FR,0402_c2v3,FF,5,21,7
FR,0402_c2v3,FF,5,154,6
FR,0402_c2v3,FF,5,217,7
FR,0402_c2v3,FF,5,261,8
FR,0402_c2v3,FF,5,797,8
FR,0402_c2v3,FF,5,902,11
FR,0402_c2v3,FF,5,969,7
FR,0402_c2v3,FF,5,991,6
FR,0402_c2v3,FF,5,1002,7
FR,0402_c2v3,FF,5,1015,6
FR,0402_c2v3,FF,5,1043,6
FR,0402_c2v3,FF,5,1454,8
FR,0402_c2v3,FF,5,1474,8
FR,0402_c2v3,FF,5,1562,6
FR,0402_c2v3,FF,5,1594,5
FR,0402_c2v3,FF,5,2168,6
FR,0402_c2v3,FF,5,2232,8
FR,0402_c2v3,FF,5,2978,5
FR,0402_c2v3,FF,5,2989,5
FR,0402_c2v3,FF,5,3006,6
FR,0402_c2v3,FF,5,3019,8
FR,0402_c2v3,FF,5,3031,10
FR,0402_c2v3,FF,5,3041,5
FR,0402_c2v3,FF,5,3086,38
FR,0402_c2v3,FF,5,3109,6
FR,0402_c2v3,FF,5,3120,5
FR,0402_c2v3,FF,5,3148,8
FR,0402_c2v3,FF,5,3161,10
FR,0402_c2v3,FF,5,3185,19
FR,0402_c2v3,FF,5,3201,13
FR,0402_c2v3,FF,5,3678,11
FR,0402_c2v3,FF,5,3724,6
FR,0402_c2v3,FF,5,3739,10
FR,0402_c2v3,FF,5,3774,5
FR,0402_c2v3,FF,5,3905,6
FR,0402_c2v3,FF,5,4362,7
FR,0402_c2v3,FF,5,4430,14
FR,0402_c2v3,FF,5,4488,32
FR,0402_c2v3,FF,5,4497,5
FR,0402_c2v3,FF,5,4521,14
FR,0402_c2v3,FF,5,4542,5
FR,0402_c2v3,FF,5,4637,8
FR,0402_c2v3,FF,5,4648,6
FR,0402_c2v3,FF,5,4668,6
FR,0402_c2v3,FF,5,4676,5
FR,0402_c2v3,FF,6,124,5
FR,0402_c2v3,FF,6,245,6
FR,0402_c2v3,FF,6,817,5
FR,0402_c2v3,FF,6,949,10
FR,0402_c2v3,FF,6,964,6
FR,0402_c2v3,FF,6,1045,12
FR,0402_c2v3,FF,6,1079,13
FR,0402_c2v3,FF,6,4525,7
FR,0402_c2v3,FF,7,1011,7
FR,0402_c2v3,FF,7,3037,15
FR,0402_c2v3,FF,7,3047,7
FR,0402_c2v3,FF,7,3146,5
FR,0402_c2v3,FF,7,3202,5
FR,0402_c2v3,FF,7,3891,7
FR,0402_c2v3,FF,7,3916,14
FR,0402_c2v3,FF,7,3942,7
FR,0402_c2v3,FF,7,3951,5
FR,0402_c2v3,FF,7,4348,6
FR,0402_c2v3,FF,7,4389,16
FR,0402_c2v3,FF,7,4425,7
FR,0402_c2v3,FF,7,4483,5
FR,0402_c2v3,FF,7,4513,5
FR,0402_c2v3,FF,7,4537,8
FR,0402_c2v3,FF,7,4576,6
FR,0402_c2v3,FF,7,4630,6
FR,0402_c2v3,FF,7,4664,6
FR,0402_c2v3,im,1,1276,1133
FR,0402_c2v3,im,1,1889,136
FR,0402_c2v3,im,1,1920,12
FR,0402_c2v3,im,1,1937,10
FR,0402_c2v3,im,1,1974,5
FR,0402_c2v3,im,1,1993,13
FR,0402_c2v3,im,1,2000,5
FR,0402_c2v3,im,1,2064,12
FR,0402_c2v3,im,1,2118,12
FR,0402_c2v3,im,1,2761,10
FR,0402_c2v3,im,1,2773,10
FR,0402_c2v3,im,1,2801,6
FR,0402_c2v3,im,1,2823,6
FR,0402_c2v3,im,1,2848,6
FR,0402_c2v3,im,1,2866,5
FR,0402_c2v3,im,1,3492,6
FR,0402_c2v3,im,1,4164,9
FR,0402_c2v3,im,1,4178,7
FR,0402_c2v3,im,1,4190,10
FR,0402_c2v3,im,1,4276,62
FR,0402_c2v3,im,1,4302,20
FR,0402_c2v3,im,1,4329,25
FR,0402_c2v3,im,2,409,19
FR,0402_c2v3,im,2,584,10
FR,0402_c2v3,im,2,607,9
FR,0402_c2v3,im,2,627,14
FR,0402_c2v3,im,2,1142,8
FR,0402_c2v3,im,2,1238,5
FR,0402_c2v3,im,2,1403,8
FR,0402_c2v3,im,2,1840,64
FR,0402_c2v3,im,2,1902,5
FR,0402_c2v3,im,2,2014,8
FR,0402_c2v3,im,2,2063,5
FR,0402_c2v3,im,2,2072,6
FR,0402_c2v3,im,2,2107,7
FR,0402_c2v3,im,2,2141,6
FR,0402_c2v3,im,2,2154,5
FR,0402_c2v3,im,2,2603,8
FR,0402_c2v3,im,2,2612,5
FR,0402_c2v3,im,2,2631,6
FR,0402_c2v3,im,2,2723,5
FR,0402_c2v3,im,2,2752,23
FR,0402_c2v3,im,2,2767,6
FR,0402_c2v3,im,2,3260,11
FR,0402_c2v3,im,2,3366,6
FR,0402_c2v3,im,2,3388,15
FR,0402_c2v3,im,2,3461,5
FR,0402_c2v3,im,2,3483,7
FR,0402_c2v3,im,2,3560,5
FR,0402_c2v3,im,2,3604,9
FR,0402_c2v3,im,2,4055,6
FR,0402_c2v3,im,2,4084,13
FR,0402_c2v3,im,2,4108,12
FR,0402_c2v3,im,2,4121,5
FR,0402_c2v3,im,2,4178,6
FR,0402_c2v3,im,2,4211,11
FR,0402_c2v3,im,2,4322,9
FR,0402_c2v3,im,3,570,5
FR,0402_c2v3,im,3,638,6
FR,0402_c2v3,im,3,724,11
FR,0402_c2v3,im,3,1811,5
FR,0402_c2v3,im,3,1838,13
FR,0402_c2v3,im,3,1954,9
FR,0402_c2v3,im,3,2063,7
FR,0402_c2v3,im,3,2075,6
FR,0402_c2v3,im,3,2112,19
FR,0402_c2v3,im,3,2119,5
FR,0402_c2v3,im,3,2202,49
FR,0402_c2v3,im,3,2523,5
FR,0402_c2v3,im,3,2534,8
FR,0402_c2v3,im,3,2588,17
FR,0402_c2v3,im,3,2617,14
FR,0402_c2v3,im,3,2625,6
FR,0402_c2v3,im,3,2654,23
FR,0402_c2v3,im,3,2676,20
FR,0402_c2v3,im,3,2722,41
FR,0402_c2v3,im,3,2737,13
FR,0402_c2v3,im,3,2769,18
FR,0402_c2v3,im,3,2781,7
FR,0402_c2v3,im,3,2794,10
FR,0402_c2v3,im,3,2815,8
FR,0402_c2v3,im,3,2824,7
FR,0402_c2v3,im,3,2855,11
FR,0402_c2v3,im,3,2869,10
FR,0402_c2v3,im,3,2882,8
FR,0402_c2v3,im,3,3248,6
FR,0402_c2v3,im,3,3311,15
FR,0402_c2v3,im,3,3352,9
FR,0402_c2v3,im,3,3363,9
FR,0402_c2v3,im,3,3394,15
FR,0402_c2v3,im,3,3406,5
FR,0402_c2v3,im,3,3427,5
FR,0402_c2v3,im,3,3462,13
FR,0402_c2v3,im,3,3531,9
FR,0402_c2v3,im,3,3540,6
FR,0402_c2v3,im,3,3573,28
FR,0402_c2v3,im,3,3601,16
FR,0402_c2v3,im,3,3967,25
FR,0402_c2v3,im,3,4007,26
FR,0402_c2v3,im,3,4038,16
FR,0402_c2v3,im,3,4093,5
FR,0402_c2v3,im,3,4146,22
FR,0402_c2v3,im,3,4168,10
FR,0402_c2v3,im,3,4176,6
FR,0402_c2v3,im,3,4185,7
FR,0402_c2v3,im,3,4206,5
FR,0402_c2v3,im,3,4219,11
FR,0402_c2v3,im,3,4256,21
FR,0402_c2v3,im,3,4283,16
FR,0402_c2v3,im,3,4305,10
FR,0402_c2v3,im,5,631,17
FR,0402_c2v3,im,5,654,11
FR,0402_c2v3,im,5,1174,10
FR,0402_c2v3,im,5,1239,6
FR,0402_c2v3,im,5,1287,6
FR,0402_c2v3,im,5,1337,7
FR,0402_c2v3,im,5,1369,6
FR,0402_c2v3,im,5,1868,10
FR,0402_c2v3,im,5,1911,6
FR,0402_c2v3,im,5,1964,7
FR,0402_c2v3,im,5,2002,12
FR,0402_c2v3,im,5,2023,8
FR,0402_c2v3,im,5,2045,20
FR,0402_c2v3,im,5,2059,8
FR,0402_c2v3,im,5,2070,6
FR,0402_c2v3,im,5,2143,7
FR,0402_c2v3,im,5,2731,6
FR,0402_c2v3,im,5,2775,12
FR,0402_c2v3,im,5,2788,8
FR,0402_c2v3,im,5,2806,6
FR,0402_c2v3,im,5,2841,21
FR,0402_c2v3,im,5,2887,10
FR,0402_c2v3,im,5,3278,72
FR,0402_c2v3,im,5,3307,22
FR,0402_c2v3,im,5,3337,15
FR,0402_c2v3,im,5,3352,7
FR,0402_c2v3,im,5,3373,8
FR,0402_c2v3,im,5,3403,6
FR,0402_c2v3,im,5,3501,5
FR,0402_c2v3,im,5,4260,6
FR,0402_c2v3,im,5,4316,5
FR,0402_c2v3,im,6,596,5
FR,0402_c2v3,im,6,622,9
FR,0402_c2v3,im,6,1177,7
FR,0402_c2v3,im,6,1385,8
FR,0402_c2v3,im,7,3283,26
FR,0402_c2v3,im,7,3564,10
FR,0402_c2v3,im,7,4003,12
FR,0402_c2v3,im,7,4022,5
FR,0402_c2v3,im,7,4099,46
FR,0402_c2v3,im,7,4128,21
FR,0402_c2v3,im,7,4144,6
FR,0402_c2v3,im,7,4186,6
FR,0402_c2v3,im,7,4259,5
FR,0402_c2v3,im,7,4275,10
FR,0402_c2v3,im,7,4286,9
Fx,0330_c1v5,FF,1,26,7
Fx,0330_c1v5,FF,1,39,11
Fx,0330_c1v5,FF,1,59,9
Fx,0330_c1v5,FF,1,81,10
Fx,0330_c1v5,FF,1,184,5
Fx,0330_c1v5,FF,1,253,9
Fx,0330_c1v5,FF,1,746,6
Fx,0330_c1v5,FF,1,860,5
Fx,0330_c1v5,FF,1,962,6
Fx,0330_c1v5,FF,1,979,15
Fx,0330_c1v5,FF,1,1028,7
Fx,0330_c1v5,FF,1,1520,6
Fx,0330_c1v5,FF,1,1532,5
Fx,0330_c1v5,FF,1,1570,13
Fx,0330_c1v5,FF,1,2170,5
Fx,0330_c1v5,FF,1,2213,27
Fx,0330_c1v5,FF,1,2227,12
Fx,0330_c1v5,FF,1,2256,11
Fx,0330_c1v5,FF,1,2266,8
Fx,0330_c1v5,FF,1,2295,27
Fx,0330_c1v5,FF,1,2306,9
Fx,0330_c1v5,FF,1,2328,8
Fx,0330_c1v5,FF,1,2338,5
Fx,0330_c1v5,FF,1,2385,20
Fx,0330_c1v5,FF,1,2397,10
Fx,0330_c1v5,FF,1,2417,18
Fx,0330_c1v5,FF,1,2438,14
Fx,0330_c1v5,FF,1,2472,11
Fx,0330_c1v5,FF,1,2479,5
Fx,0330_c1v5,FF,1,2491,10
Fx,0330_c1v5,FF,1,2894,6
Fx,0330_c1v5,FF,1,2947,15
Fx,0330_c1v5,FF,1,3007,6
Fx,0330_c1v5,FF,1,3041,7
Fx,0330_c1v5,FF,1,3058,8
Fx,0330_c1v5,FF,1,3066,6
Fx,0330_c1v5,FF,1,3153,5
Fx,0330_c1v5,FF,1,3688,5
Fx,0330_c1v5,FF,1,3702,7
Fx,0330_c1v5,FF,1,3738,6
Fx,0330_c1v5,FF,1,3811,5
Fx,0330_c1v5,FF,1,3831,10
Fx,0330_c1v5,FF,1,3857,8
Fx,0330_c1v5,FF,1,3894,6
Fx,0330_c1v5,FF,1,3951,5
Fx,0330_c1v5,FF,1,4339,5
Fx,0330_c1v5,FF,1,4462,8
Fx,0330_c1v5,FF,1,4489,6
Fx,0330_c1v5,FF,1,4508,8
Fx,0330_c1v5,FF,1,4527,8
Fx,0330_c1v5,FF,1,4676,5
Fx,0330_c1v5,FF,2,896,13
Fx,0330_c1v5,FF,2,959,31
Fx,0330_c1v5,FF,2,968,5
Fx,0330_c1v5,FF,2,1013,5
Fx,0330_c1v5,FF,3,11,5
Fx,0330_c1v5,FF,3,26,13
Fx,0330_c1v5,FF,3,38,10
Fx,0330_c1v5,FF,3,53,5
Fx,0330_c1v5,FF,3,64,6
Fx,0330_c1v5,FF,3,74,7
Fx,0330_c1v5,FF,3,82,6
Fx,0330_c1v5,FF,3,163,10
Fx,0330_c1v5,FF,3,4345,5
Fx,0330_c1v5,FF,3,4371,7
Fx,0330_c1v5,FF,3,4390,5
Fx,0330_c1v5,FF,3,4435,5
Fx,0330_c1v5,FF,3,4466,13
Fx,0330_c1v5,FF,3,4481,7
Fx,0330_c1v5,FF,3,4492,7
Fx,0330_c1v5,FF,3,4515,15
Fx,0330_c1v5,FF,3,4526,8
Fx,0330_c1v5,FF,3,4586,21
Fx,0330_c1v5,FF,3,4599,5
Fx,0330_c1v5,FF,3,4624,6
Fx,0330_c1v5,FF,3,4636,8
Fx,0330_c1v5,FF,3,4646,5
Fx,0330_c1v5,FF,3,4656,8
Fx,0330_c1v5,FF,3,4674,9
Fx,0330_c1v5,FF,3,4683,5
Fx,0330_c1v5,FF,3,4709,21
Fx,0330_c1v5,FF,3,4726,6
Fx,0330_c1v5,FF,3,4772,7
Fx,0330_c1v5,FF,3,4788,6
Fx,0330_c1v5,FF,3,4806,8
Fx,0330_c1v5,FF,3,4842,22
Fx,0330_c1v5,FF,3,4859,15
Fx,0330_c1v5,FF,4,1566,122
Fx,0330_c1v5,FF,4,1675,8
Fx,0330_c1v5,FF,4,2180,12
Fx,0330_c1v5,FF,4,2203,12
Fx,0330_c1v5,FF,4,2258,13
Fx,0330_c1v5,FF,4,2287,6
Fx,0330_c1v5,FF,4,2342,8
Fx,0330_c1v5,FF,4,2354,5
Fx,0330_c1v5,FF,4,2375,9
Fx,0330_c1v5,FF,4,2392,15
Fx,0330_c1v5,FF,4,2421,7
Fx,0330_c1v5,FF,4,2436,13
Fx,0330_c1v5,FF,4,2446,8
Fx,0330_c1v5,FF,4,2474,17
Fx,0330_c1v5,FF,4,2492,7
Fx,0330_c1v5,FF,4,2506,10
Fx,0330_c1v5,FF,4,2515,7
Fx,0330_c1v5,FF,4,2902,11
Fx,0330_c1v5,FF,4,2949,6
Fx,0330_c1v5,FF,4,3007,5
Fx,0330_c1v5,FF,4,3035,11
Fx,0330_c1v5,FF,4,3054,11
Fx,0330_c1v5,FF,5,2182,10
Fx,0330_c1v5,FF,5,2249,6
Fx,0330_c1v5,FF,5,2257,5
Fx,0330_c1v5,FF,5,2271,5
Fx,0330_c1v5,FF,5,2290,6
Fx,0330_c1v5,FF,5,2306,5
Fx,0330_c1v5,FF,5,2349,11
Fx,0330_c1v5,FF,5,2388,6
Fx,0330_c1v5,FF,5,2411,5
Fx,0330_c1v5,FF,5,2443,7
Fx,0330_c1v5,FF,5,2454,7
Fx,0330_c1v5,FF,5,2499,5
Fx,0330_c1v5,FF,5,2902,7
Fx,0330_c1v5,FF,5,2918,6
Fx,0330_c1v5,FF,5,2938,7
Fx,0330_c1v5,FF,5,2950,9
Fx,0330_c1v5,FF,5,2964,12
Fx,0330_c1v5,FF,5,2977,7
Fx,0330_c1v5,FF,5,3016,12
Fx,0330_c1v5,FF,5,3031,9
Fx,0330_c1v5,FF,5,3040,7
Fx,0330_c1v5,FF,5,3061,13
Fx,0330_c1v5,FF,5,3076,7
Fx,0330_c1v5,FF,5,3112,19
Fx,0330_c1v5,FF,5,3154,22
Fx,0330_c1v5,FF,5,3165,5
Fx,0330_c1v5,FF,5,3187,6
Fx,0330_c1v5,FF,5,3201,11
Fx,0330_c1v5,FF,5,3213,6
Fx,0330_c1v5,FF,5,3226,7
Fx,0330_c1v5,FF,5,3800,15
Fx,0330_c1v5,FF,5,3860,6
Fx,0330_c1v5,FF,7,13,12
Fx,0330_c1v5,FF,7,31,13
Fx,0330_c1v5,FF,7,41,8
Fx,0330_c1v5,FF,7,80,8
Fx,0330_c1v5,FF,7,113,10
Fx,0330_c1v5,FF,7,121,5
Fx,0330_c1v5,FF,7,138,5
Fx,0330_c1v5,FF,7,200,7
Fx,0330_c1v5,FF,7,210,8
Fx,0330_c1v5,FF,7,218,5
Fx,0330_c1v5,FF,7,232,6
Fx,0330_c1v5,FF,7,255,8
Fx,0330_c1v5,FF,7,307,8
Fx,0330_c1v5,FF,7,332,9
Fx,0330_c1v5,FF,7,349,14
Fx,0330_c1v5,FF,7,1568,11
Fx,0330_c1v5,FF,7,1585,7
Fx,0330_c1v5,FF,7,1620,11
Fx,0330_c1v5,FF,7,1652,30
Fx,0330_c1v5,FF,7,1727,5
Fx,0330_c1v5,FF,7,1738,6
Fx,0330_c1v5,FF,7,1746,6
Fx,0330_c1v5,FF,7,1779,11
Fx,0330_c1v5,FF,7,2427,7
Fx,0330_c1v5,FF,7,2490,23
Fx,0330_c1v5,FF,7,3672,37
Fx,0330_c1v5,FF,7,3698,5
Fx,0330_c1v5,FF,7,3722,8
Fx,0330_c1v5,FF,7,3774,20
Fx,0330_c1v5,FF,7,3786,7
Fx,0330_c1v5,FF,7,3827,5
Fx,0330_c1v5,FF,8,67,5
Fx,0330_c1v5,FF,8,780,38
Fx,0330_c1v5,FF,8,811,7
Fx,0330_c1v5,FF,8,841,5
Fx,0330_c1v5,FF,8,904,6
Fx,0330_c1v5,FF,8,1017,7
Fx,0330_c1v5,FF,8,1627,9
Fx,0330_c1v5,FF,8,2279,6
Fx,0330_c1v5,FF,8,2435,7
Fx,0330_c1v5,FF,8,2922,11
Fx,0330_c1v5,FF,8,2939,11
Fx,0330_c1v5,FF,8,2963,14
Fx,0330_c1v5,FF,8,2984,5
Fx,0330_c1v5,FF,8,3008,7
Fx,0330_c1v5,FF,8,3018,5
Fx,0330_c1v5,FF,8,3041,7
Fx,0330_c1v5,FF,8,3049,6
Fx,0330_c1v5,FF,8,3069,6
Fx,0330_c1v5,FF,8,3076,5
Fx,0330_c1v5,FF,8,3097,5
Fx,0330_c1v5,FF,8,3131,7
Fx,0330_c1v5,FF,8,3162,17
Fx,0330_c1v5,FF,8,3182,8
Fx,0330_c1v5,FF,8,3611,6
Fx,0330_c1v5,FF,8,3630,6
Fx,0330_c1v5,FF,8,3638,6
Fx,0330_c1v5,FF,8,3702,6
Fx,0330_c1v5,FF,8,3742,5
Fx,0330_c1v5,FF,8,3749,5
Fx,0330_c1v5,FF,8,3825,16
Fx,0330_c1v5,FF,8,3848,21
Fx,0330_c1v5,FF,8,3857,7
Fx,0330_c1v5,FF,8,3867,8
Fx,0330_c1v5,FF,8,3878,5
Fx,0330_c1v5,FF,8,3886,5
Fx,0330_c1v5,FF,8,3899,11
Fx,0330_c1v5,FF,8,3910,9
Fx,0330_c1v5,FF,8,3933,8
Fx,0330_c1v5,FF,8,4328,6
Fx,0330_c1v5,FF,8,4354,8
Fx,0330_c1v5,FF,8,4373,8
Fx,0330_c1v5,FF,8,4388,13
Fx,0330_c1v5,FF,8,4430,8
Fx,0330_c1v5,FF,8,4458,12
Fx,0330_c1v5,FF,8,4482,14
Fx,0330_c1v5,FF,8,4495,11
Fx,0330_c1v5,FF,8,4517,5
Fx,0330_c1v5,FF,8,4561,11
Fx,0330_c1v5,FF,8,4722,9
Fx,0330_c1v5,FF,8,4740,9
Fx,0330_c1v5,FF,8,4783,6
Fx,0330_c1v5,FF,10,788,6
Fx,0330_c1v5,FF,10,957,12
Fx,0330_c1v5,FF,10,1478,6
Fx,0330_c1v5,FF,10,1507,6
Fx,0330_c1v5,FF,10,1532,18
Fx,0330_c1v5,FF,10,1667,105
Fx,0330_c1v5,FF,10,1726,9
Fx,0330_c1v5,FF,10,1780,9
Fx,0330_c1v5,FF,10,2263,5
Fx,0330_c1v5,FF,10,3624,6
Fx,0330_c1v5,FF,10,3757,13
Fx,0330_c1v5,FF,10,4390,5
Fx,0330_c1v5,FF,11,896,45
Fx,0330_c1v5,FF,11,957,11
Fx,0330_c1v5,FF,11,2203,8
Fx,0330_c1v5,FF,11,2222,6
Fx,0330_c1v5,FF,11,2230,5
Fx,0330_c1v5,FF,11,2253,16
Fx,0330_c1v5,FF,11,2285,17
Fx,0330_c1v5,FF,11,2315,7
Fx,0330_c1v5,FF,11,2372,5
Fx,0330_c1v5,FF,11,2411,8
Fx,0330_c1v5,FF,11,2513,5
Fx,0330_c1v5,FF,11,2948,15
Fx,0330_c1v5,FF,11,3023,5
Fx,0330_c1v5,FF,11,3049,6
Fx,0330_c1v5,FF,11,3099,9
Fx,0330_c1v5,FF,11,3131,8
Fx,0330_c1v5,FF,11,3207,24
Fx,0330_c1v5,FF,11,3676,9
Fx,0330_c1v5,FF,11,3685,7
Fx,0330_c1v5,FF,11,3696,9
Fx,0330_c1v5,FF,11,4381,8
Fx,0330_c1v5,FF,11,4400,9
Fx,0330_c1v5,FF,11,4412,5
Fx,0330_c1v5,FF,11,4619,34
Fx,0330_c1v5,FF,11,4632,11
Fx,0330_c1v5,FF,11,4662,5
Fx,0330_c1v5,FF,11,4707,13
Fx,0330_c1v5,FF,11,4841,6
Fx,0330_c1v5,FF,12,79,18
Fx,0330_c1v5,FF,12,88,7
Fx,0330_c1v5,FF,12,97,5
Fx,0330_c1v5,FF,12,220,11
Fx,0330_c1v5,FF,12,254,6
Fx,0330_c1v5,FF,12,274,9
Fx,0330_c1v5,FF,12,345,7
Fx,0330_c1v5,FF,12,814,13
Fx,0330_c1v5,FF,12,1493,6
Fx,0330_c1v5,FF,12,1516,5
Fx,0330_c1v5,FF,12,1650,38
Fx,0330_c1v5,FF,12,1664,8
Fx,0330_c1v5,FF,12,1721,6
Fx,0330_c1v5,FF,12,1738,15
Fx,0330_c1v5,FF,12,2216,7
Fx,0330_c1v5,FF,12,2349,12
Fx,0330_c1v5,FF,12,2437,8
Fx,0330_c1v5,FF,12,2907,13
Fx,0330_c1v5,FF,12,2980,8
Fx,0330_c1v5,FF,12,3031,7
Fx,0330_c1v5,FF,12,3133,11
Fx,0330_c1v5,FF,12,3178,6
Fx,0330_c1v5,FF,12,3189,8
Fx,0330_c1v5,FF,12,3211,20
Fx,0330_c1v5,FF,12,3744,8
Fx,0330_c1v5,FF,12,3774,28
Fx,0330_c1v5,FF,12,3800,6
Fx,0330_c1v5,FF,12,3814,6
Fx,0330_c1v5,FF,12,3844,11
Fx,0330_c1v5,FF,12,3859,6
Fx,0330_c1v5,FF,12,3870,8
Fx,0330_c1v5,FF,12,4462,5
Fx,0330_c1v5,FF,12,4507,6
Fx,0330_c1v5,FF,12,4548,5
Fx,0330_c1v5,FF,12,4559,7
Fx,0330_c1v5,FF,12,4567,6
Fx,0330_c1v5,FF,12,4616,8
Fx,0330_c1v5,FF,12,4647,15
Fx,0330_c1v5,FF,12,4792,13
Fx,0330_c1v5,im,1,373,7
Fx,0330_c1v5,im,1,447,6
Fx,0330_c1v5,im,1,481,6
Fx,0330_c1v5,im,1,496,8
Fx,0330_c1v5,im,1,587,10
Fx,0330_c1v5,im,1,612,12
Fx,0330_c1v5,im,1,634,5
Fx,0330_c1v5,im,1,668,5
Fx,0330_c1v5,im,1,711,11
Fx,0330_c1v5,im,1,1096,48
Fx,0330_c1v5,im,1,1232,8
Fx,0330_c1v5,im,1,1283,6
Fx,0330_c1v5,im,1,1312,5
Fx,0330_c1v5,im,1,1829,13
Fx,0330_c1v5,im,1,1842,5
Fx,0330_c1v5,im,1,1856,8
Fx,0330_c1v5,im,1,1867,5
Fx,0330_c1v5,im,1,1886,9
Fx,0330_c1v5,im,1,1910,15
Fx,0330_c1v5,im,1,1947,5
Fx,0330_c1v5,im,1,1960,9
Fx,0330_c1v5,im,1,1971,6
Fx,0330_c1v5,im,1,1986,9
Fx,0330_c1v5,im,1,2020,8
Fx,0330_c1v5,im,1,2038,5
Fx,0330_c1v5,im,1,2077,16
Fx,0330_c1v5,im,1,2104,5
Fx,0330_c1v5,im,1,2130,6
Fx,0330_c1v5,im,1,2145,5
Fx,0330_c1v5,im,1,2156,7
Fx,0330_c1v5,im,1,2163,5
Fx,0330_c1v5,im,1,2528,10
Fx,0330_c1v5,im,1,2561,6
Fx,0330_c1v5,im,1,2574,11
Fx,0330_c1v5,im,1,2586,5
Fx,0330_c1v5,im,1,2608,6
Fx,0330_c1v5,im,1,2642,5
Fx,0330_c1v5,im,1,2664,10
Fx,0330_c1v5,im,1,2694,5
Fx,0330_c1v5,im,1,2705,9
Fx,0330_c1v5,im,1,2718,10
Fx,0330_c1v5,im,1,2730,9
Fx,0330_c1v5,im,1,2740,6
Fx,0330_c1v5,im,1,2749,5
Fx,0330_c1v5,im,1,2837,11
Fx,0330_c1v5,im,1,2886,9
Fx,0330_c1v5,im,1,3327,5
Fx,0330_c1v5,im,1,3989,11
Fx,0330_c1v5,im,1,4125,5
Fx,0330_c1v5,im,1,4257,10
Fx,0330_c1v5,im,1,4272,6
Fx,0330_c1v5,im,2,1170,8
Fx,0330_c1v5,im,2,1191,9
Fx,0330_c1v5,im,3,4137,5
Fx,0330_c1v5,im,3,4277,5
Fx,0330_c1v5,im,3,4302,8
Fx,0330_c1v5,im,4,1920,13
Fx,0330_c1v5,im,4,1932,6
Fx,0330_c1v5,im,4,1953,16
Fx,0330_c1v5,im,4,1967,5
Fx,0330_c1v5,im,4,1990,6
Fx,0330_c1v5,im,4,2002,5
Fx,0330_c1v5,im,4,2029,5
Fx,0330_c1v5,im,4,2087,23
Fx,0330_c1v5,im,4,2106,9
Fx,0330_c1v5,im,4,2124,8
Fx,0330_c1v5,im,4,2548,7
Fx,0330_c1v5,im,4,2567,11
Fx,0330_c1v5,im,4,2609,28
Fx,0330_c1v5,im,4,2622,5
Fx,0330_c1v5,im,4,2629,5
Fx,0330_c1v5,im,4,2646,7
Fx,0330_c1v5,im,4,2656,8
Fx,0330_c1v5,im,4,2673,9
Fx,0330_c1v5,im,4,2687,8
Fx,0330_c1v5,im,4,2733,13
Fx,0330_c1v5,im,4,2743,8
Fx,0330_c1v5,im,4,2790,25
Fx,0330_c1v5,im,4,2819,7
Fx,0330_c1v5,im,4,2843,19
Fx,0330_c1v5,im,5,2537,9
Fx,0330_c1v5,im,5,2566,7
Fx,0330_c1v5,im,5,2590,12
Fx,0330_c1v5,im,5,2609,5
Fx,0330_c1v5,im,5,2624,5
Fx,0330_c1v5,im,5,2665,6
Fx,0330_c1v5,im,5,2696,10
